entity	relation	tag
3733	film.person_or_entity_appearing_in_film.film	7562
572	taggedAs	10898
3704	taggedAs	11275
3667	taggedAs	9656
276	taggedAs	21386
94	film.person_or_entity_appearing_in_film.film	6689
426	taggedAs	12919
3382	people.deceased_person.place_of_death	3846
3648	film.person_or_entity_appearing_in_film.film	5676
3486	film.person_or_entity_appearing_in_film.film	7425
2241	film.production_company.film	9046
1743	music.artist.origin	3849
3774	film.film.writer	8775
3591	music.artist.album	8433
1154	film.person_or_entity_appearing_in_film.film	6145
1414	taggedAs	9668
380	taggedAs	9437
115	taggedAs	13984
1235	taggedAs	9728
356	taggedAs	15846
2646	music.artist.origin	4362
1047	taggedAs	9443
2003	taggedAs	9905
115	film.person_or_entity_appearing_in_film.film	7242
538	film.actor.film	8363
3151	taggedAs	9377
2090	taggedAs	9403
1040	taggedAs	10148
3355	film.person_or_entity_appearing_in_film.film	8625
1735	taggedAs	11889
1249	taggedAs	10099
240	music.artist.origin	4521
3704	taggedAs	10066
752	music.artist.origin	4013
3071	taggedAs	9442
867	taggedAs	9459
2711	film.person_or_entity_appearing_in_film.film	5264
2079	film.person_or_entity_appearing_in_film.film	7836
3194	film.person_or_entity_appearing_in_film.film	9286
3013	taggedAs	9551
445	taggedAs	9649
3132	film.actor.film	8403
2289	taggedAs	9437
3498	film.actor.film	3977
1832	taggedAs	9410
252	taggedAs	9388
121	music.artist.origin	5826
2771	film.actor.film	7335
807	people.person.place_of_birth	5213
2823	taggedAs	9577
2904	film.actor.film	7679
2253	taggedAs	9443
67	film.actor.film	6040
1157	film.actor.film	5875
2711	film.actor.film	9129
147	taggedAs	9447
1756	taggedAs	9443
774	film.actor.film	7304
2669	taggedAs	11101
115	film.person_or_entity_appearing_in_film.film	6801
1777	film.actor.film	7660
1741	music.artist.origin	4211
1388	taggedAs	9543
3198	taggedAs	11482
157	taggedAs	16616
1049	taggedAs	9442
3166	film.person_or_entity_appearing_in_film.film	3920
989	taggedAs	9437
447	people.person.profession	4221
785	taggedAs	9437
3517	taggedAs	9377
1846	taggedAs	9663
507	taggedAs	9382
118	taggedAs	9548
483	taggedAs	9384
2241	film.distributor.film	8756
591	music.artist.album	6479
3528	taggedAs	12898
436	film.actor.film	5253
792	music.producer.tracks_produced	8311
2684	music.artist.album	7360
2710	taggedAs	10203
258	taggedAs	9452
2080	film.person_or_entity_appearing_in_film.film	4721
835	taggedAs	9450
3648	film.actor.film	7861
218	taggedAs	9742
3738	games.publisher.games_published	7544
386	people.person.place_of_birth	3997
3656	people.deceased_person.place_of_death	4357
795	film.actor.film	5299
130	taggedAs	9595
2487	film.person_or_entity_appearing_in_film.film	8142
3000	film.person_or_entity_appearing_in_film.film	4636
757	taggedAs	9809
3738	games.publisher.games_published	6957
2494	film.person_or_entity_appearing_in_film.film	4315
795	film.person_or_entity_appearing_in_film.film	5137
2241	film.distributor.film	3930
1193	film.person_or_entity_appearing_in_film.film	7006
1612	taggedAs	9989
1754	music.artist.origin	4154
34	taggedAs	9491
1220	film.actor.film	9015
2241	film.production_company.film	5902
2324	taggedAs	9632
1006	award.nominee.award_nominations	6053
54	taggedAs	9670
2782	taggedAs	19183
77	taggedAs	10005
540	film.actor.film	3973
1311	taggedAs	9928
2070	film.actor.film	4078
1526	taggedAs	10099
559	people.person.place_of_birth	4133
407	taggedAs	9403
791	taggedAs	9456
453	taggedAs	9494
3494	music.artist.album	8219
996	music.artist.origin	3849
2298	taggedAs	9382
1218	taggedAs	9498
703	taggedAs	10321
2162	taggedAs	9710
2712	film.person_or_entity_appearing_in_film.film	5155
45	taggedAs	9649
445	film.person_or_entity_appearing_in_film.film	6980
3313	taggedAs	9494
2416	people.deceased_person.place_of_death	4057
2241	film.production_company.film	4889
538	film.person_or_entity_appearing_in_film.film	7732
1389	music.artist.album	4179
1157	film.person_or_entity_appearing_in_film.film	4535
98	taggedAs	9718
1477	taggedAs	9675
796	taggedAs	11086
1453	film.person_or_entity_appearing_in_film.film	5069
1999	music.artist.origin	3961
1463	award.competitor.awards_won	6071
1036	taggedAs	9551
531	taggedAs	11501
791	taggedAs	12905
2241	film.distributor.film	4511
694	taggedAs	9574
2241	film.distributor.film	8721
509	taggedAs	9384
1307	film.person_or_entity_appearing_in_film.film	4508
392	taggedAs	9718
883	taggedAs	10562
388	music.artist.origin	4174
1114	taggedAs	9594
3787	taggedAs	9397
1624	taggedAs	9580
774	film.person_or_entity_appearing_in_film.film	5156
282	taggedAs	9649
2161	taggedAs	9380
3613	music.artist.origin	6908
1136	taggedAs	15536
575	taggedAs	9366
385	taggedAs	9443
445	taggedAs	9381
759	taggedAs	9388
3564	taggedAs	9545
788	taggedAs	21393
192	taggedAs	15536
883	taggedAs	9494
2513	taggedAs	11597
2241	film.distributor.film	9185
3344	film.person_or_entity_appearing_in_film.film	6915
184	film.actor.film	5955
1252	taggedAs	9545
1003	taggedAs	9380
127	taggedAs	9565
3280	film.person_or_entity_appearing_in_film.film	8330
2192	taggedAs	11328
2241	film.distributor.film	5670
3145	taggedAs	9557
438	taggedAs	9891
1354	taggedAs	9486
2359	people.deceased_person.place_of_death	4057
3493	taggedAs	9546
1464	film.actor.film	6275
2414	taggedAs	17869
3031	film.person_or_entity_appearing_in_film.film	7679
2880	film.person_or_entity_appearing_in_film.film	3936
2969	music.musician.instruments_played	5174
1154	film.person_or_entity_appearing_in_film.film	8647
596	people.person.place_of_birth	4455
2711	film.person_or_entity_appearing_in_film.film	4267
575	taggedAs	9540
335	taggedAs	9454
3316	film.producer.film	6574
1526	taggedAs	10188
511	taggedAs	10121
356	music.artist.track	6987
3738	games.publisher.games_published	4243
1846	film.actor.film	8894
1632	film.person_or_entity_appearing_in_film.film	6287
2378	taggedAs	9555
257	taggedAs	10073
190	taggedAs	13894
740	taggedAs	10737
92	people.person.place_of_birth	8686
2544	taggedAs	9371
1105	taggedAs	9757
1064	taggedAs	9847
3395	taggedAs	10121
2803	music.artist.origin	4094
1172	taggedAs	9437
1949	taggedAs	10404
237	taggedAs	9494
1485	taggedAs	9379
1651	music.musician.instruments_played	4349
3542	taggedAs	9769
3467	people.person.place_of_birth	3947
2241	film.distributor.film	7018
3538	taggedAs	9385
1294	taggedAs	9437
1245	taggedAs	10894
1796	taggedAs	9380
3420	taggedAs	18795
1202	taggedAs	9494
2080	film.actor.film	5415
2325	taggedAs	9873
953	taggedAs	9905
462	taggedAs	9555
2587	taggedAs	10188
3816	taggedAs	9740
1145	music.artist.origin	8993
357	film.person_or_entity_appearing_in_film.film	7313
1011	people.person.place_of_birth	8438
563	music.musician.instruments_played	3851
3297	film.person_or_entity_appearing_in_film.film	6418
42	taggedAs	11253
1435	film.actor.film	6835
3554	music.artist.origin	7911
2925	taggedAs	9716
1278	taggedAs	9555
1417	taggedAs	18218
329	taggedAs	9391
3598	film.actor.film	7806
3347	taggedAs	9437
63	taggedAs	11118
1191	film.actor.film	6931
2644	taggedAs	17600
899	taggedAs	9675
277	taggedAs	9494
1468	film.person_or_entity_appearing_in_film.film	7453
934	taggedAs	9389
150	people.deceased_person.place_of_death	3997
393	taggedAs	9369
901	film.actor.film	6412
206	film.person_or_entity_appearing_in_film.film	8127
282	taggedAs	9540
972	taggedAs	9442
2487	film.actor.film	7547
1211	award.nominee.award_nominations	7956
2065	taggedAs	9388
377	taggedAs	9494
2359	people.person.place_of_birth	4013
2159	people.person.place_of_birth	4133
119	taggedAs	9541
257	taggedAs	11319
98	taggedAs	9388
3676	film.person_or_entity_appearing_in_film.film	4451
115	film.actor.film	7695
2678	music.artist.album	8582
2566	music.artist.origin	4217
155	taggedAs	12461
356	taggedAs	9466
2597	film.actor.film	6174
923	film.person_or_entity_appearing_in_film.film	9032
1066	taggedAs	9888
2724	film.actor.film	4168
2451	taggedAs	9445
2841	music.artist.origin	4121
1618	taggedAs	11895
1737	taggedAs	9382
1081	taggedAs	9673
417	music.artist.origin	5421
442	taggedAs	9909
725	music.artist.origin	3945
2432	music.artist.origin	4191
1770	taggedAs	9734
3159	taggedAs	9377
1156	music.artist.origin	7479
2206	film.person_or_entity_appearing_in_film.film	5552
143	taggedAs	9445
2786	music.artist.origin	4191
1965	taggedAs	9691
3584	taggedAs	9939
1304	taggedAs	9385
912	film.person_or_entity_appearing_in_film.film	5694
1827	taggedAs	9964
1736	taggedAs	10148
208	taggedAs	9742
893	taggedAs	9498
1218	taggedAs	9549
1247	taggedAs	11504
2182	people.person.place_of_birth	6723
1388	taggedAs	9413
3128	taggedAs	20803
363	taggedAs	9413
484	film.person_or_entity_appearing_in_film.film	6144
2737	film.person_or_entity_appearing_in_film.film	4921
552	film.person_or_entity_appearing_in_film.film	8683
2998	film.actor.film	6094
1406	taggedAs	9551
1867	taggedAs	9365
2999	taggedAs	10217
1103	taggedAs	9448
998	music.artist.origin	4813
1493	taggedAs	9639
863	taggedAs	9847
2978	film.actor.film	6625
115	film.person_or_entity_appearing_in_film.film	8200
148	people.person.place_of_birth	8443
393	taggedAs	9555
3473	film.actor.film	6252
1955	taggedAs	10447
2430	taggedAs	9770
127	taggedAs	9403
2241	film.distributor.film	6643
705	taggedAs	9755
501	taggedAs	9389
1720	film.director.film	5878
3307	film.actor.film	8188
684	taggedAs	9716
1641	taggedAs	11451
468	taggedAs	9555
3607	film.actor.film	5447
915	taggedAs	9437
3344	film.person_or_entity_appearing_in_film.film	7113
2913	film.person_or_entity_appearing_in_film.film	7673
2510	taggedAs	10214
867	taggedAs	10465
1274	taggedAs	10360
3676	taggedAs	9549
814	taggedAs	13637
1845	taggedAs	9484
2095	film.actor.film	4610
3580	taggedAs	20978
1753	taggedAs	9975
838	taggedAs	9437
2861	film.person_or_entity_appearing_in_film.film	5847
223	taggedAs	9716
1752	taggedAs	9549
2241	film.distributor.film	7197
2354	taggedAs	9425
1473	film.person_or_entity_appearing_in_film.film	4661
755	taggedAs	9472
3452	film.person_or_entity_appearing_in_film.film	6510
2475	film.actor.film	8317
1766	film.actor.film	4663
2222	music.musician.instruments_played	5802
3065	people.person.place_of_birth	3870
2110	music.artist.origin	6019
495	taggedAs	11432
436	film.person_or_entity_appearing_in_film.film	4461
389	taggedAs	9559
790	taggedAs	11610
1536	taggedAs	10902
79	taggedAs	10094
632	people.deceased_person.place_of_death	3846
2804	film.actor.film	7885
2241	film.distributor.film	7546
974	taggedAs	9378
805	taggedAs	10650
432	taggedAs	9370
3235	event.agent.performance	4898
829	taggedAs	17668
1989	film.actor.film	5447
2638	taggedAs	9524
1360	film.person_or_entity_appearing_in_film.film	4351
863	taggedAs	9498
625	film.actor.film	5813
2487	film.person_or_entity_appearing_in_film.film	9009
407	film.actor.film	9026
2241	film.distributor.film	8959
1436	music.album.genre	8138
2241	film.distributor.film	7705
2403	event.agent.performance	4548
55	taggedAs	9598
3362	taggedAs	9492
1020	taggedAs	19182
574	taggedAs	9760
308	music.artist.origin	3897
516	taggedAs	13466
1053	music.artist.origin	4272
3493	taggedAs	9716
509	taggedAs	9397
3598	film.producer.film	7132
1277	taggedAs	9909
2241	film.production_company.film	5598
3548	film.person_or_entity_appearing_in_film.film	4802
567	film.person_or_entity_appearing_in_film.film	9001
2460	film.person_or_entity_appearing_in_film.film	5457
2241	film.distributor.film	6272
951	taggedAs	9498
1775	taggedAs	9494
3827	film.person_or_entity_appearing_in_film.film	8242
2636	film.actor.film	5631
1689	music.artist.origin	4174
1998	taggedAs	9710
1187	taggedAs	9592
567	film.person_or_entity_appearing_in_film.film	6048
836	taggedAs	9494
2597	film.actor.film	6540
28	taggedAs	9403
510	music.artist.origin	8207
2638	taggedAs	9580
2707	film.actor.film	5140
774	film.person_or_entity_appearing_in_film.film	4760
484	taggedAs	11506
1310	taggedAs	9934
1403	film.actor.film	4292
184	taggedAs	10101
1709	taggedAs	12914
373	taggedAs	21651
397	taggedAs	9668
705	taggedAs	9448
1235	taggedAs	9760
3364	film.actor.film	7657
1416	taggedAs	9728
3308	taggedAs	10811
1829	taggedAs	18034
998	film.person_or_entity_appearing_in_film.film	6450
1038	taggedAs	9469
665	taggedAs	9491
1466	music.artist.origin	4174
1154	film.actor.film	5543
767	taggedAs	18795
860	taggedAs	9551
850	film.person_or_entity_appearing_in_film.film	6217
379	film.person_or_entity_appearing_in_film.film	7273
3080	music.artist.origin	3864
816	people.deceased_person.place_of_death	5227
356	taggedAs	9867
52	taggedAs	10101
22	taggedAs	9551
1366	taggedAs	9445
3738	cvg.publisher.games_published	6749
1570	music.artist.origin	4195
24	taggedAs	15535
1309	taggedAs	10365
1618	music.musician.instruments_played	5619
2581	taggedAs	9411
3565	taggedAs	9533
1396	taggedAs	9718
84	film.actor.film	8075
130	taggedAs	9559
1203	taggedAs	9560
2668	film.person_or_entity_appearing_in_film.film	5791
1515	taggedAs	9377
254	taggedAs	12961
252	taggedAs	9377
1735	taggedAs	9494
3381	film.actor.film	4107
1417	taggedAs	9437
1268	taggedAs	9394
2317	people.deceased_person.place_of_death	5362
3520	taggedAs	9546
1241	film.film.country	3961
163	taggedAs	9728
98	taggedAs	9847
625	film.actor.film	6981
2970	taggedAs	10666
1624	taggedAs	12903
1469	taggedAs	9498
1609	music.artist.origin	5061
406	taggedAs	9388
1634	taggedAs	9901
1828	taggedAs	9450
2452	film.person_or_entity_appearing_in_film.film	7876
2981	taggedAs	13192
3233	taggedAs	9934
3384	film.actor.film	7129
2211	film.person_or_entity_appearing_in_film.film	4102
771	taggedAs	10102
2116	taggedAs	9442
668	film.person_or_entity_appearing_in_film.film	4621
1963	taggedAs	9466
2914	film.actor.film	5065
3843	taggedAs	9382
591	film.actor.film	5473
129	taggedAs	17164
1989	taggedAs	10440
884	taggedAs	9445
2708	taggedAs	12739
389	award.competitor.award_nominations	8980
781	people.person.place_of_birth	4134
390	music.artist.origin	4527
3827	film.actor.film	6489
2289	taggedAs	9467
2072	taggedAs	13913
36	taggedAs	9734
1105	taggedAs	9382
199	taggedAs	9540
3738	cvg.publisher.games_published	7013
1361	people.person.place_of_birth	4442
623	film.actor.film	5690
2239	taggedAs	9670
2245	taggedAs	9629
2047	taggedAs	11560
2636	film.person_or_entity_appearing_in_film.film	7870
1278	award.winner.awards_won	5188
1711	taggedAs	9668
2097	taggedAs	13622
207	taggedAs	9734
106	taggedAs	9639
626	taggedAs	12941
3581	people.deceased_person.place_of_death	5181
3598	film.actor.film	4226
2036	taggedAs	9462
2614	taggedAs	9437
2398	event.agent.performance	4099
613	taggedAs	9445
1003	taggedAs	13653
178	taggedAs	9467
1082	taggedAs	9971
1020	taggedAs	9964
510	taggedAs	11610
3159	film.person_or_entity_appearing_in_film.film	6657
2080	people.person.place_of_birth	6012
313	taggedAs	9548
1501	taggedAs	9397
1820	taggedAs	9473
522	taggedAs	9467
2632	music.artist.origin	5125
2018	taggedAs	9871
3199	film.actor.film	4048
2076	people.person.place_of_birth	5945
3598	taggedAs	17669
2383	music.artist.origin	5845
1295	taggedAs	9663
528	music.artist.origin	7683
1376	taggedAs	9613
53	taggedAs	9445
2025	taggedAs	9454
696	taggedAs	10299
1656	film.actor.film	8886
660	taggedAs	10444
124	taggedAs	9598
3246	taggedAs	10078
2241	film.distributor.film	7598
1922	taggedAs	9431
413	film.person_or_entity_appearing_in_film.film	8688
1735	taggedAs	9388
154	taggedAs	10203
1574	taggedAs	9491
1492	taggedAs	9554
620	film.actor.film	9199
2630	taggedAs	9452
62	taggedAs	12004
897	music.artist.origin	5236
3629	taggedAs	13022
408	taggedAs	17258
1650	taggedAs	15992
2241	film.production_company.film	4300
257	taggedAs	9403
184	taggedAs	9540
96	taggedAs	10102
137	taggedAs	10094
13	taggedAs	9403
3704	taggedAs	12898
3544	taggedAs	10088
2359	film.person_or_entity_appearing_in_film.film	4599
3784	taggedAs	10444
1628	taggedAs	12919
3704	taggedAs	21320
3187	taggedAs	9668
2711	film.person_or_entity_appearing_in_film.film	8307
2422	taggedAs	12924
1693	people.person.place_of_birth	3864
2010	film.actor.film	7785
1041	taggedAs	11154
798	taggedAs	11337
653	taggedAs	9442
1812	film.person_or_entity_appearing_in_film.film	6979
756	film.person_or_entity_appearing_in_film.film	6567
2241	film.production_company.film	7046
2216	music.artist.track	7995
601	taggedAs	9734
2481	film.person_or_entity_appearing_in_film.film	6264
2053	film.person_or_entity_appearing_in_film.film	5323
2094	taggedAs	11939
2253	music.artist.origin	4057
441	taggedAs	11118
622	taggedAs	10395
2455	taggedAs	10323
1397	people.person.place_of_birth	5605
25	taggedAs	9574
3447	film.person_or_entity_appearing_in_film.film	6024
3640	taggedAs	9757
3222	taggedAs	12546
62	taggedAs	9649
2010	film.actor.film	5235
2460	film.person_or_entity_appearing_in_film.film	7644
1936	film.actor.film	7778
3738	cvg.publisher.games_published	5327
288	taggedAs	9443
2241	film.production_company.film	5932
2161	taggedAs	9710
187	taggedAs	15992
679	film.person_or_entity_appearing_in_film.film	4092
1005	taggedAs	9382
1925	taggedAs	9443
2337	film.actor.film	4962
535	taggedAs	9559
1416	taggedAs	9431
1175	taggedAs	9445
2914	film.actor.film	7280
520	taggedAs	9491
2050	film.actor.film	8653
2367	taggedAs	9396
2197	taggedAs	9448
2557	music.musician.instruments_played	3851
3125	music.artist.origin	4471
293	taggedAs	19191
1702	taggedAs	11275
279	film.person_or_entity_appearing_in_film.film	8152
3598	film.person_or_entity_appearing_in_film.film	6098
1628	taggedAs	9456
410	film.person_or_entity_appearing_in_film.film	5618
1996	taggedAs	9549
575	taggedAs	9545
1429	taggedAs	9388
1493	taggedAs	9755
257	taggedAs	9875
814	film.actor.film	8304
104	taggedAs	9445
3384	film.person_or_entity_appearing_in_film.film	7805
714	taggedAs	9544
1446	taggedAs	10903
2126	film.person_or_entity_appearing_in_film.film	5603
2678	taggedAs	9447
2498	music.artist.origin	4010
2476	taggedAs	9437
2241	film.distributor.film	8029
3040	film.actor.film	5283
80	taggedAs	10053
192	music.producer.tracks_produced	5846
307	taggedAs	9975
3578	music.artist.origin	3961
1057	film.person_or_entity_appearing_in_film.film	4002
1878	taggedAs	9788
57	taggedAs	9498
2047	taggedAs	9394
2867	film.person_or_entity_appearing_in_film.film	8857
1187	taggedAs	11275
460	taggedAs	15534
2771	taggedAs	10194
735	taggedAs	10300
2241	film.distributor.film	5932
70	film.actor.film	5170
3073	taggedAs	10107
1777	film.person_or_entity_appearing_in_film.film	7767
126	taggedAs	9971
2990	taggedAs	9491
157	award.competitor.awards_won	9311
78	taggedAs	9592
705	taggedAs	10381
1728	taggedAs	9390
3217	people.person.place_of_birth	4057
484	film.person_or_entity_appearing_in_film.film	9289
1383	film.person_or_entity_appearing_in_film.film	7738
1130	taggedAs	9448
2297	taggedAs	12907
1735	taggedAs	10195
267	taggedAs	9388
1122	taggedAs	9448
